,Time Stamp,temp,feelslike,humidity,windgust,windspeed,sealevelpressure,cloudcover,visibility,conditions,Time Zone,Name,PTID,Load
19,2019-01-03 19:00:00,38.9,32.5,50.89,25.264120842353837,9.6,1016.3,37.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6433.6
20,2019-01-03 20:00:00,39.0,33.3,52.73,24.49147431607948,8.1,1016.7,80.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6248.3
21,2019-01-03 21:00:00,39.0,34.2,53.32,24.356720035426054,6.5,1016.9,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6038.0
22,2019-01-03 22:00:00,38.1,33.3,55.2,24.766173374663733,6.3,1016.4,82.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5761.3
23,2019-01-03 23:00:00,38.0,32.1,56.94,24.58176535794725,8.1,1016.4,20.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5415.9
0,2019-01-04 00:00:00,37.8,33.2,58.42,24.410042321078393,5.8,1016.0,13.9,9.9,Clear,EST,N.Y.C.,61761,4996.1
1,2019-01-04 01:00:00,37.1,31.2,60.26,24.267695900865817,7.8,1016.3,19.2,9.9,Clear,EST,N.Y.C.,61761,4713.9
2,2019-01-04 02:00:00,36.7,30.5,61.88,24.23039949833021,8.2,1016.6,10.5,9.9,Clear,EST,N.Y.C.,61761,4557.7
3,2019-01-04 03:00:00,35.8,28.9,62.68,24.209346075480898,9.1,1016.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4466.5
4,2019-01-04 04:00:00,35.5,28.9,62.43,24.116541525617095,8.2,1016.0,10.5,9.9,Clear,EST,N.Y.C.,61761,4450.1
5,2019-01-04 05:00:00,35.3,29.8,63.64,24.039004220228737,6.5,1015.7,10.5,9.9,Clear,EST,N.Y.C.,61761,4548.2
6,2019-01-04 06:00:00,35.3,29.8,63.64,23.977164536753794,6.5,1015.8,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,4906.1
7,2019-01-04 07:00:00,35.3,28.8,66.07,23.92874264273512,8.1,1015.9,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5457.3
8,2019-01-04 08:00:00,35.6,28.2,65.21,23.87846650013594,10.0,1015.9,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5910.0
9,2019-01-04 09:00:00,36.1,29.4,66.56,23.823319904245114,8.9,1016.0,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6105.1
10,2019-01-04 10:00:00,38.3,30.5,61.99,23.774449634016452,12.4,1016.0,38.4,9.2,Partially cloudy,EST,N.Y.C.,61761,6199.8
11,2019-01-04 11:00:00,40.4,34.1,59.36,23.730357202981068,10.0,1015.7,38.4,9.2,Partially cloudy,EST,N.Y.C.,61761,6225.7
12,2019-01-04 12:00:00,42.5,35.5,54.61,23.762190840587667,13.4,1013.7,36.7,9.9,Partially cloudy,EST,N.Y.C.,61761,6289.3
13,2019-01-04 13:00:00,44.4,37.2,52.84,23.0,16.3,1013.2,38.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6279.8
14,2019-01-04 14:00:00,45.2,38.3,52.71,23.94147394026147,15.8,1012.6,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6258.5
15,2019-01-04 15:00:00,46.3,40.1,50.98,23.95835308826381,14.3,1012.6,34.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6288.3
16,2019-01-04 16:00:00,46.1,40.7,51.64,23.984625010299144,11.7,1012.2,37.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6314.6
17,2019-01-04 17:00:00,45.2,39.9,59.4,24.04333035992651,10.8,1012.1,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6459.1
18,2019-01-04 18:00:00,44.9,40.3,63.56,24.07847279984387,8.7,1012.0,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6484.6
19,2019-01-04 19:00:00,44.9,41.1,67.57,24.213281899824352,6.9,1011.4,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6250.5
20,2019-01-04 20:00:00,45.1,42.2,70.75,24.24725789476971,5.4,1011.3,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6038.0
21,2019-01-04 21:00:00,44.8,41.1,73.48,24.274107551629285,6.8,1010.6,32.3,9.9,Partially cloudy,EST,N.Y.C.,61761,5835.9
22,2019-01-04 22:00:00,45.8,45.8,70.83,24.306272278443746,2.0,1009.3,39.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5600.2
23,2019-01-04 23:00:00,45.8,45.8,73.55,24.335488047167885,2.7,1008.8,59.0,9.9,Partially cloudy,EST,N.Y.C.,61761,5309.7
0,2019-01-05 00:00:00,46.5,46.5,69.69,24.36404529687055,2.7,1007.7,94.1,9.9,Overcast,EST,N.Y.C.,61761,4959.0
1,2019-01-05 01:00:00,44.1,41.1,83.65,24.38079678543124,5.4,1006.5,74.4,7.2,"Rain, Partially cloudy",EST,N.Y.C.,61761,4660.8
2,2019-01-05 02:00:00,42.8,37.7,94.03,24.395634439949188,8.6,1005.8,88.3,2.8,"Rain, Partially cloudy",EST,N.Y.C.,61761,4501.2
3,2019-01-05 03:00:00,42.7,38.1,95.24,24.158223684786257,7.6,1005.0,97.5,2.7,"Rain, Overcast",EST,N.Y.C.,61761,4378.8
4,2019-01-05 04:00:00,42.7,37.0,95.24,24.2485625685641,10.0,1003.5,99.0,1.8,"Rain, Overcast",EST,N.Y.C.,61761,4318.1
5,2019-01-05 05:00:00,42.7,36.7,95.93,24.703938564633443,10.8,1002.1,94.4,4.0,"Rain, Overcast",EST,N.Y.C.,61761,4342.5
6,2019-01-05 06:00:00,42.7,36.7,94.2,24.732263003613685,10.8,1001.1,100.0,2.5,Overcast,EST,N.Y.C.,61761,4425.8
7,2019-01-05 07:00:00,42.9,36.2,96.34,24.2,12.6,1000.8,100.0,2.3,Overcast,EST,N.Y.C.,61761,4611.1
8,2019-01-05 08:00:00,43.2,35.3,95.48,25.3,17.2,1000.2,100.0,2.0,Overcast,EST,N.Y.C.,61761,4859.4
9,2019-01-05 09:00:00,44.1,36.3,94.05,24.858476413681124,17.9,999.2,100.0,1.6,"Rain, Overcast",EST,N.Y.C.,61761,5137.0
10,2019-01-05 10:00:00,44.2,36.5,95.55,24.744970725629845,17.7,998.5,100.0,4.4,"Rain, Overcast",EST,N.Y.C.,61761,5409.2
11,2019-01-05 11:00:00,45.0,37.4,92.52,24.419642511910393,18.1,997.5,100.0,2.3,"Rain, Overcast",EST,N.Y.C.,61761,5561.0
12,2019-01-05 12:00:00,45.4,38.3,91.49,24.2,16.7,996.2,97.2,2.3,"Rain, Overcast",EST,N.Y.C.,61761,5641.5
13,2019-01-05 13:00:00,44.3,37.4,95.5,24.411189968292852,14.6,995.4,100.0,5.5,"Rain, Overcast",EST,N.Y.C.,61761,5673.6
14,2019-01-05 14:00:00,44.4,38.3,92.98,24.330389056319476,12.2,995.7,100.0,3.8,"Rain, Overcast",EST,N.Y.C.,61761,5640.5
15,2019-01-05 15:00:00,45.4,39.2,88.82,24.282381114741145,13.6,996.1,93.1,7.2,"Rain, Overcast",EST,N.Y.C.,61761,5618.1
16,2019-01-05 16:00:00,44.4,37.0,91.32,24.2,16.8,998.0,85.9,7.7,"Rain, Partially cloudy",EST,N.Y.C.,61761,5678.5
17,2019-01-05 17:00:00,43.4,36.4,92.5,24.685330011612788,14.4,999.7,74.3,2.6,"Rain, Partially cloudy",EST,N.Y.C.,61761,5814.7
18,2019-01-05 18:00:00,43.6,38.0,90.7,25.600714626997405,10.3,1001.1,74.2,9.9,"Rain, Partially cloudy",EST,N.Y.C.,61761,5844.1
19,2019-01-05 19:00:00,44.6,39.6,90.67,26.3356296292622,9.4,1002.5,69.4,9.2,"Rain, Partially cloudy",EST,N.Y.C.,61761,5803.7
20,2019-01-05 20:00:00,44.5,38.3,83.37,26.893603692174235,12.6,1003.7,36.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5716.7
21,2019-01-05 21:00:00,43.8,39.8,81.28,27.557204872502915,6.9,1004.3,6.1,9.9,Clear,EST,N.Y.C.,61761,5547.1
22,2019-01-05 22:00:00,44.3,38.0,70.87,21.9,12.8,1004.9,0.0,9.9,Clear,EST,N.Y.C.,61761,5412.5
23,2019-01-05 23:00:00,43.2,36.6,70.11,25.3,12.7,1005.5,0.0,9.9,Clear,EST,N.Y.C.,61761,5184.6
0,2019-01-06 00:00:00,41.3,34.2,72.21,29.8,12.5,1006.4,0.0,9.9,Clear,EST,N.Y.C.,61761,4916.6
1,2019-01-06 01:00:00,40.4,33.1,69.27,29.655929915569242,12.6,1006.8,0.0,9.9,Clear,EST,N.Y.C.,61761,4692.3
2,2019-01-06 02:00:00,40.1,34.1,69.26,30.189618599337336,9.2,1007.9,0.0,9.9,Clear,EST,N.Y.C.,61761,4516.6
3,2019-01-06 03:00:00,40.1,33.6,69.26,30.433976237626666,10.5,1008.5,0.0,9.9,Clear,EST,N.Y.C.,61761,4380.4
4,2019-01-06 04:00:00,40.7,34.5,68.27,30.93897623762666,10.0,1008.4,4.4,9.9,Clear,EST,N.Y.C.,61761,4301.2
5,2019-01-06 05:00:00,42.4,36.9,67.34,23.0,9.2,1008.8,95.7,9.9,Overcast,EST,N.Y.C.,61761,4329.4
6,2019-01-06 06:00:00,44.2,38.0,67.15,20.8,12.4,1008.8,99.0,9.9,Overcast,EST,N.Y.C.,61761,4352.9
7,2019-01-06 07:00:00,44.0,39.1,68.37,31.29312855372953,8.7,1009.4,94.4,9.9,Overcast,EST,N.Y.C.,61761,4513.5
8,2019-01-06 08:00:00,44.1,39.0,70.09,31.348304051449144,9.4,1010.2,90.2,9.5,Overcast,EST,N.Y.C.,61761,4652.5
9,2019-01-06 09:00:00,45.3,40.0,68.14,31.394020442140267,10.5,1011.3,62.1,9.5,Partially cloudy,EST,N.Y.C.,61761,4951.7
10,2019-01-06 10:00:00,46.0,41.7,66.33,31.416772652365943,8.5,1012.2,83.9,9.5,Partially cloudy,EST,N.Y.C.,61761,5155.8
11,2019-01-06 11:00:00,47.8,42.1,52.43,25.1,13.9,1012.2,83.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5331.1
12,2019-01-06 12:00:00,47.2,39.7,54.06,28.9,21.1,1012.2,75.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5421.9
13,2019-01-06 13:00:00,48.5,40.6,42.64,36.1,25.3,1012.5,51.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5387.5
14,2019-01-06 14:00:00,48.3,41.0,36.43,34.7,21.5,1013.2,53.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5393.2
15,2019-01-06 15:00:00,46.8,39.3,37.46,32.7,20.4,1014.7,39.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5408.4
16,2019-01-06 16:00:00,45.2,36.7,39.49,34.9,23.5,1016.2,85.8,9.9,Partially cloudy,EST,N.Y.C.,61761,5477.2
17,2019-01-06 17:00:00,43.3,35.0,42.39,31.6,19.3,1017.4,85.8,9.9,Partially cloudy,EST,N.Y.C.,61761,5706.0
18,2019-01-06 18:00:00,40.3,30.8,43.79,36.8,20.1,1019.5,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5897.2
19,2019-01-06 19:00:00,38.4,29.4,42.28,31.2,16.3,1020.8,85.1,9.9,Partially cloudy,EST,N.Y.C.,61761,5910.7
20,2019-01-06 20:00:00,37.5,26.7,43.8,36.9,21.7,1022.1,80.1,9.9,Partially cloudy,EST,N.Y.C.,61761,5839.1
21,2019-01-06 21:00:00,35.4,23.7,41.74,36.5,23.0,1023.3,44.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5742.9
22,2019-01-06 22:00:00,33.7,22.2,44.65,32.2,20.1,1023.9,10.5,9.9,Clear,EST,N.Y.C.,61761,5604.0
23,2019-01-06 23:00:00,32.6,20.2,46.63,32.0,22.4,1024.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5315.8
0,2019-01-07 00:00:00,31.1,18.3,45.14,31.1,21.7,1026.0,4.4,9.9,Clear,EST,N.Y.C.,61761,5001.6
1,2019-01-07 01:00:00,30.1,19.5,45.5,29.8,14.3,1026.9,0.0,9.9,Clear,EST,N.Y.C.,61761,4794.0
2,2019-01-07 02:00:00,29.2,17.6,45.35,30.21666666666667,16.1,1027.9,0.0,9.9,Clear,EST,N.Y.C.,61761,4650.4
3,2019-01-07 03:00:00,29.1,18.8,41.71,29.16944444444444,12.8,1028.8,0.0,9.9,Clear,EST,N.Y.C.,61761,4583.3
4,2019-01-07 04:00:00,28.1,17.6,42.85,28.66435185185185,12.8,1029.0,0.0,9.9,Clear,EST,N.Y.C.,61761,4580.9
5,2019-01-07 05:00:00,27.1,17.1,42.17,28.10841049382716,10.9,1029.5,0.0,9.9,Clear,EST,N.Y.C.,61761,4707.0
6,2019-01-07 06:00:00,26.3,16.3,45.66,27.609812242798352,10.7,1030.3,0.0,9.9,Clear,EST,N.Y.C.,61761,5083.3
7,2019-01-07 07:00:00,25.3,15.6,48.45,27.24478094993141,9.6,1031.5,24.3,9.9,Partially cloudy,EST,N.Y.C.,61761,5697.5
8,2019-01-07 08:00:00,25.5,14.5,47.79,26.749466663808864,12.2,1032.3,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6162.8
9,2019-01-07 09:00:00,25.5,15.2,48.77,26.34613703370294,10.8,1033.9,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6385.9
10,2019-01-07 10:00:00,27.0,17.2,46.89,25.959767897344786,10.5,1034.3,24.1,9.9,Partially cloudy,EST,N.Y.C.,61761,6520.0
11,2019-01-07 11:00:00,27.3,17.5,45.06,25.601660797931057,10.7,1033.1,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6554.5
12,2019-01-07 12:00:00,28.4,18.5,38.06,25.266968890453175,11.5,1031.6,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6579.1
13,2019-01-07 13:00:00,30.3,20.3,33.76,19.7,12.8,1030.6,17.0,9.9,Clear,EST,N.Y.C.,61761,6555.4
14,2019-01-07 14:00:00,30.4,21.2,30.7,24.57490692388639,11.3,1030.2,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6565.6
15,2019-01-07 15:00:00,30.5,22.7,27.6,24.220660901923083,8.5,1030.7,22.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6561.2
16,2019-01-07 16:00:00,30.5,24.7,28.08,23.87283950283874,5.6,1029.9,46.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6665.8
17,2019-01-07 17:00:00,31.0,31.0,27.15,23.527075243820278,2.0,1029.8,52.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6895.3
18,2019-01-07 18:00:00,31.3,25.1,29.82,23.1790965144937,6.3,1029.5,97.5,9.9,Overcast,EST,N.Y.C.,61761,6938.8
19,2019-01-07 19:00:00,31.7,27.6,31.06,23.87491581739244,4.1,1028.9,88.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6726.9
20,2019-01-07 20:00:00,32.2,25.0,32.05,23.734917596093645,8.1,1028.0,80.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6546.2
21,2019-01-07 21:00:00,32.0,25.5,38.29,23.63776893492776,6.9,1028.3,56.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6332.0
22,2019-01-07 22:00:00,33.0,26.3,41.05,23.590754821345566,7.6,1027.2,42.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6046.2
23,2019-01-07 23:00:00,33.4,25.0,47.05,23.603490736850624,10.8,1025.4,58.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5596.7
0,2019-01-08 00:00:00,34.3,27.1,55.55,23.688369581322007,8.9,1024.6,97.5,9.9,Overcast,EST,N.Y.C.,61761,5146.8
1,2019-01-08 01:00:00,35.1,29.5,60.77,23.65106033410792,6.7,1024.6,47.5,9.9,Partially cloudy,EST,N.Y.C.,61761,4853.7
2,2019-01-08 02:00:00,35.4,35.4,60.66,23.634288881710777,2.0,1025.5,74.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4616.8
3,2019-01-08 03:00:00,37.0,33.7,65.93,23.63359287106738,4.1,1023.3,93.9,9.7,Overcast,EST,N.Y.C.,61761,4543.1
4,2019-01-08 04:00:00,36.1,32.8,83.14,23.64216048101174,4.1,1021.9,89.2,8.5,"Rain, Partially cloudy",EST,N.Y.C.,61761,4523.5
5,2019-01-08 05:00:00,37.6,35.1,87.46,23.649894429843965,3.4,1021.2,90.0,7.4,"Rain, Partially cloudy",EST,N.Y.C.,61761,4607.5
6,2019-01-08 06:00:00,38.7,36.4,90.93,23.642199399548357,3.4,1020.5,100.0,8.3,"Rain, Overcast",EST,N.Y.C.,61761,4991.4
7,2019-01-08 07:00:00,39.9,36.1,93.9,23.640427212636446,5.4,1019.7,84.1,5.3,"Rain, Partially cloudy",EST,N.Y.C.,61761,5529.1
8,2019-01-08 08:00:00,40.6,37.7,94.62,24.684712399017982,4.4,1019.3,100.0,3.8,Overcast,EST,N.Y.C.,61761,6003.6
9,2019-01-08 09:00:00,42.2,42.2,94.65,26.72277056029407,2.7,1018.4,99.0,4.6,Overcast,EST,N.Y.C.,61761,6220.1
10,2019-01-08 10:00:00,44.0,42.5,91.71,27.655000500167603,3.4,1017.3,99.0,4.9,Overcast,EST,N.Y.C.,61761,6354.6
11,2019-01-08 11:00:00,42.7,42.7,90.89,28.327234452407158,2.0,1015.2,100.0,3.9,Overcast,EST,N.Y.C.,61761,6389.9
